'type','encrun','retrun','jit','Word','score','Response','RAWONSET','RT','subject','otherResps','ONSETtr','jit','enctype'
0,4,5,2500,'ROAD',3,22,148506,1652,'y658','',7.13E+01,2500,3
2,7,5,1500,'NATURE',3,14,153506,1372,'y658','',7.38E+01,1500,0
1,1,5,2500,'POOL',3,22,157506,1247,'y658','',7.58E+01,2500,1
2,7,5,2000,'DETECTIVE',1,22,162506,1143,'y658','',7.83E+01,2000,0
0,6,5,2500,'MARCH',3,22,167006,1808,'y658','',8.05E+01,2500,5
0,1,5,2000,'REAL',2,2,172005,1754,'y658','',8.30E+01,2000,1
1,2,5,2500,'SPIRIT',3,22,176506,1123,'y658','',8.53E+01,2500,1
1,1,5,2500,'EXCHANGE',2,2,181506,1069,'y658','',8.78E+01,2500,1
0,1,5,1500,'DATE',3,22,186506,1189,'y658','',9.03E+01,1500,1
1,6,5,3000,'AGE',1,14,190505,1140,'y658','',9.23E+01,3000,5
1,6,5,2000,'INSTITUTE',3,22,196006,1095,'y658','',9.50E+01,2000,5
2,7,5,2500,'TASTE',2,2,200506,2580,'y658','',9.73E+01,2500,0
0,6,5,1500,'NEWS',2,2,205506,2125,'y658','',9.98E+01,1500,5
2,7,5,2000,'YOUTH',1,22,209506,1420,'y658','',1.02E+02,2000,0
2,7,5,2000,'SONG',2,2,214006,951,'y658','',1.04E+02,2000,0
0,5,5,2000,'BAND',2,2,218506,1751,'y658','',1.06E+02,2000,5
1,3,5,1500,'BUY',1,14,223005,1072,'y658','',1.09E+02,1500,3
0,3,5,2000,'SHAPE',3,22,227006,1696,'y658','',1.11E+02,2000,3
0,3,5,1500,'MACHINE',2,2,231506,1117,'y658','',1.13E+02,1500,3
0,1,5,1500,'SOLUTION',2,2,235506,1342,'y658','',1.15E+02,1500,1
2,7,5,2000,'CORPS',3,14,239506,2142,'y658','',1.17E+02,2000,0
1,6,5,2000,'CAPACITY',3,22,244006,1387,'y658','',1.19E+02,2000,5
2,7,5,2500,'INFORMATION',1,22,248506,948,'y658','',1.21E+02,2500,0
2,7,5,3000,'BEAR',2,2,253506,1423,'y658','',1.24E+02,3000,0
1,5,5,1500,'CONDITION',3,22,259006,1283,'y658','',1.27E+02,1500,5
2,7,5,2000,'TEST',3,14,263006,1343,'y658','',1.29E+02,2000,0
0,2,5,2500,'SLEEP',3,22,267506,1374,'y658','',1.31E+02,2500,1
1,2,5,2500,'PROTECTION',2,2,272507,1603,'y658','',1.33E+02,2500,1
2,7,5,2000,'FAILURE',1,22,277506,1244,'y658','',1.36E+02,2000,0
1,3,5,3000,'PLAN',1,14,282006,1864,'y658','',1.38E+02,3000,3
1,1,5,1500,'BROTHER',3,22,287506,1935,'y658','',1.41E+02,1500,1
0,6,5,1500,'CLOSE',2,2,291506,1915,'y658','_14',1.43E+02,1500,5
0,4,5,2000,'SEA',2,2,295506,1660,'y658','',1.45E+02,2000,3
1,4,5,1500,'DIRECTION',2,2,300006,1510,'y658','',1.47E+02,1500,3
0,5,5,1500,'KILL',3,22,304006,1146,'y658','',1.49E+02,1500,5
2,7,5,2500,'SHOP',2,2,308006,1321,'y658','',1.51E+02,2500,0
1,1,5,2500,'SIGHT',2,2,313006,2371,'y658','',1.54E+02,2500,1
1,3,5,2500,'ADDITION',3,22,318006,906,'y658','',1.56E+02,2500,3
2,7,5,2000,'REPORT',2,2,323006,2162,'y658','',1.59E+02,2000,0
2,7,5,2000,'TRUST',2,2,327506,1567,'y658','',1.61E+02,2000,0
0,2,1,2000,'SQUARE',2,2,2022,2371,'y659','',-1.99E+00,2000,1
0,5,1,2000,'THROAT',3,22,6518,946,'y659','',2.59E-01,2000,5
1,6,1,2500,'CONCLUSION',3,22,11007,1067,'y659','',2.50E+00,2500,5
0,5,1,2500,'ELECTION',2,2,16007,2002,'y659','',5.00E+00,2500,5
1,5,1,1500,'ENTRANCE',1,14,21007,2217,'y659','',7.50E+00,1500,5
1,1,1,2500,'OCCASION',1,14,25007,2153,'y659','',9.50E+00,2500,1
1,4,1,2000,'INTERIOR',1,14,30007,928,'y659','',1.20E+01,2000,3
0,6,1,2500,'NONE',2,2,34507,2383,'y659','',1.43E+01,2500,5
2,7,1,1500,'INVESTIGATION',2,2,39507,2309,'y659','',1.68E+01,1500,0
1,2,1,2500,'CAPITAL',2,2,43507,1044,'y659','',1.88E+01,2500,1
1,3,1,1500,'BEGINNING',3,22,48507,1599,'y659','',2.13E+01,1500,3
1,3,1,2500,'HEALTH',2,2,52507,1484,'y659','',2.33E+01,2500,3
2,7,1,2500,'PRESENCE',2,2,57507,1925,'y659','_14_2',2.58E+01,2500,0
2,7,1,3000,'CHILD',3,14,62526,1661,'y659','',2.83E+01,3000,0
2,7,1,2500,'FIRM',1,22,68007,1780,'y659','',3.10E+01,2500,0
0,1,1,2500,'SPITE',3,22,73007,1115,'y659','',3.35E+01,2500,1
0,4,1,1500,'OPINION',3,22,78007,896,'y659','',3.60E+01,1500,3
2,7,1,2500,'ROUND',2,2,82007,1041,'y659','',3.80E+01,2500,0
0,3,1,1500,'PULL',2,2,87006,937,'y659','',4.05E+01,1500,3
1,3,1,1500,'SURPRISE',2,2,91007,1516,'y659','',4.25E+01,1500,3
2,7,1,2000,'RAILROAD',3,14,95007,1752,'y659','',4.45E+01,2000,0
0,2,1,2000,'TEACHER',1,14,99507,1352,'y659','',4.68E+01,2000,1
1,5,1,2000,'WHEEL',2,2,104007,1412,'y659','',4.90E+01,2000,5
1,5,1,1500,'ACCOUNT',2,2,108507,1037,'y659','',5.13E+01,1500,5
2,7,1,2500,'SOCIETY',2,2,112507,833,'y659','',5.33E+01,2500,0
0,4,1,1500,'GOAL',1,14,117507,1238,'y659','',5.58E+01,1500,3
0,5,1,2000,'PURPOSE',3,22,121507,1768,'y659','',5.78E+01,2000,5
0,5,1,3000,'VARIETY',2,2,126007,1108,'y659','',6.00E+01,3000,5
1,1,1,1500,'FAT',3,22,131506,2790,'y659','',6.28E+01,1500,1
1,1,1,2500,'CONSTRUCTION',3,22,135507,934,'y659','',6.48E+01,2500,1
1,2,1,1500,'MINOR',1,14,140507,1344,'y659','',6.73E+01,1500,1
0,4,1,2500,'HOPE',3,22,144507,879,'y659','',6.93E+01,2500,3
1,2,1,2500,'FRONT',2,2,149507,1030,'y659','',7.18E+01,2500,1
2,7,1,1500,'LADY',3,14,154507,1820,'y659','',7.43E+01,1500,0
2,7,1,3000,'EFFORT',2,2,158507,1230,'y659','',7.63E+01,3000,0
2,7,1,2500,'CRISIS',3,14,164007,931,'y659','',7.90E+01,2500,0
1,4,1,2000,'FIGURE',2,2,169007,1146,'y659','',8.15E+01,2000,3
2,7,1,1500,'SURFACE',2,2,173507,2136,'y659','',8.38E+01,1500,0
1,4,1,1500,'SILENCE',2,2,177507,1876,'y659','',8.58E+01,1500,3
0,2,1,2000,'CALL',3,22,181507,1847,'y659','',8.78E+01,2000,1
0,3,1,1500,'FELL',1,14,186007,882,'y659','',9.00E+01,1500,3
2,7,1,2000,'INCREASE',2,2,190007,1107,'y659','_2',9.20E+01,2000,0
0,1,1,2000,'ABILITY',2,2,194507,782,'y659','',9.43E+01,2000,1
0,1,1,1500,'METHOD',2,2,199007,697,'y659','',9.65E+01,1500,1
2,7,1,2000,'PALE',3,14,203007,1323,'y659','',9.85E+01,2000,0
1,4,1,2500,'ARTICLE',2,2,207507,678,'y659','',1.01E+02,2500,3
1,1,1,2500,'REASON',3,22,212507,1213,'y659','',1.03E+02,2500,1
2,7,1,1500,'DOZEN',3,14,217507,2184,'y659','',1.06E+02,1500,0
1,5,1,1500,'BILL',3,22,221506,1845,'y659','',1.08E+02,1500,5
1,6,1,2000,'HOSPITAL',3,22,225507,919,'y659','',1.10E+02,2000,5
0,6,1,2000,'EXTRA',2,2,230007,659,'y659','',1.12E+02,2000,5
0,1,1,1500,'FORT',3,22,234507,1100,'y659','',1.14E+02,1500,1
1,6,1,2500,'MOTHER',3,22,238507,925,'y659','',1.16E+02,2500,5
0,3,1,1500,'EXECUTIVE',3,22,243507,1670,'y659','',1.19E+02,1500,3
2,7,1,1500,'UNCLE',3,14,247507,935,'y659','',1.21E+02,1500,0
1,3,1,2500,'FOOT',2,2,251507,1336,'y659','',1.23E+02,2500,3
2,7,1,2000,'UNIT',2,2,256507,701,'y659','',1.25E+02,2000,0
2,7,1,2500,'BLOCK',2,2,261007,1771,'y659','',1.28E+02,2500,0
1,6,1,3000,'SHOT',3,22,266007,1651,'y659','',1.30E+02,3000,5
0,6,1,2000,'BATTLE',1,14,271507,1672,'y659','',1.33E+02,2000,5
2,7,1,1500,'COLD',2,2,276007,1122,'y659','',1.35E+02,1500,0
2,7,1,2000,'DRINK',2,2,280007,1202,'y659','',1.37E+02,2000,0
2,7,1,2000,'DIE',2,2,284506,973,'y659','',1.39E+02,2000,0
1,2,1,2000,'POET',3,22,289007,1113,'y659','',1.42E+02,2000,1
2,7,1,1500,'STAND',2,2,293507,1078,'y659','',1.44E+02,1500,0
0,3,1,2500,'FALL',2,2,297506,1209,'y659','',1.46E+02,2500,3
2,7,1,2500,'CELL',2,2,302506,865,'y659','',1.48E+02,2500,0
0,6,1,2000,'CONTRACT',2,2,307507,789,'y659','',1.51E+02,2000,5
2,7,1,2000,'KID',2,2,312006,1105,'y659','',1.53E+02,2000,0
2,7,1,2000,'MEAN',2,2,316507,1244,'y659','',1.55E+02,2000,0
0,2,1,3000,'CARE',2,2,321007,1980,'y659','',1.58E+02,3000,1
0,4,1,3000,'HALL',1,14,326507,1900,'y659','',1.60E+02,3000,3
0,5,2,1500,'PRODUCT',2,2,2006,1434,'y659','',-2.00E+00,1500,5
1,4,2,3000,'MARRIAGE',3,22,6006,1769,'y659','',3.00E-03,3000,3
0,2,2,1500,'SIGNAL',3,22,11506,1054,'y659','',2.75E+00,1500,1
1,4,2,1500,'RACE',2,2,15506,1184,'y659','',4.75E+00,1500,3
0,1,2,1500,'LORD',99,0,19506,Inf,'y659','',6.75E+00,1500,1
1,5,2,2500,'WEIGHT',2,2,23508,1243,'y659','',8.75E+00,2500,5
1,4,2,2500,'GUY',1,14,28506,1560,'y659','',1.13E+01,2500,3
0,5,2,2000,'BOX',2,2,33506,1020,'y659','',1.38E+01,2000,5
1,1,2,2500,'COST',2,2,38006,696,'y659','',1.60E+01,2500,1
0,1,2,1500,'SCENE',3,22,43007,915,'y659','',1.85E+01,1500,1
2,7,2,1500,'ENGINE',2,2,47006,1251,'y659','',2.05E+01,1500,0
2,7,2,2000,'EXPRESSION',3,14,51006,1601,'y659','',2.25E+01,2000,0
0,5,2,1500,'PIECE',2,2,55506,1952,'y659','',2.48E+01,1500,5
1,1,2,2500,'MONEY',2,2,59506,1662,'y659','',2.68E+01,2500,1
0,4,2,3000,'WIN',2,2,64506,1127,'y659','',2.93E+01,3000,3
0,2,2,2000,'DEEP',2,2,70006,1993,'y659','',3.20E+01,2000,1
2,7,2,1500,'DIVISION',2,2,74506,1063,'y659','',3.43E+01,1500,0
1,3,2,1500,'CENTURY',3,22,78506,1768,'y659','',3.63E+01,1500,3
2,7,2,2000,'PRODUCTION',1,22,82506,1223,'y659','',3.83E+01,2000,0
1,5,2,1500,'INFLUENCE',2,2,87006,1073,'y659','',4.05E+01,1500,5
2,7,2,2500,'BAR',3,14,91005,1585,'y659','',4.25E+01,2500,0
1,6,2,3000,'HILL',2,2,96006,2184,'y659','',4.50E+01,3000,5
1,2,2,2000,'SERIES',2,2,101506,1149,'y659','',4.78E+01,2000,1
1,1,2,2000,'SUBJECT',3,22,106006,1545,'y659','',5.00E+01,2000,1
2,7,2,2000,'MEMORY',1,22,110506,1480,'y659','',5.23E+01,2000,0
2,7,2,2500,'CORPORATION',3,14,115006,1330,'y659','',5.45E+01,2500,0
1,2,2,2500,'STORE',2,2,120006,1400,'y659','',5.70E+01,2500,1
1,6,2,2000,'BREATH',2,2,125006,2081,'y659','',5.95E+01,2000,5
0,4,2,2500,'MAJORITY',1,14,129506,1696,'y659','',6.18E+01,2500,3
0,3,2,1500,'DIFFERENCE',2,2,134506,1496,'y659','',6.43E+01,1500,3
1,4,2,2000,'TRIAL',2,2,138506,1751,'y659','',6.63E+01,2000,3
2,7,2,2000,'PAGE',2,2,143006,1122,'y659','',6.85E+01,2000,0
0,1,2,2000,'COUNCIL',3,22,147506,1437,'y659','',7.08E+01,2000,1
2,7,2,2500,'ROLE',2,2,152005,2763,'y659','',7.30E+01,2500,0
2,7,2,2000,'ATMOSPHERE',3,14,157006,1393,'y659','',7.55E+01,2000,0
0,5,2,2500,'TROUBLE',3,22,161506,1408,'y659','',7.78E+01,2500,5
2,7,2,2000,'CHINA',3,14,166506,1158,'y659','',8.03E+01,2000,0
2,7,2,1500,'TRY',2,2,171005,1669,'y659','',8.25E+01,1500,0
2,7,2,1500,'PROFESSOR',1,22,175006,1364,'y659','',8.45E+01,1500,0
0,2,2,2000,'CUT',3,22,179005,1250,'y659','',8.65E+01,2000,1
0,6,2,1500,'THEME',2,2,183506,1884,'y659','',8.88E+01,1500,5
1,3,2,2500,'PRIVATE',2,2,187506,1629,'y659','',9.08E+01,2500,3
2,7,2,1500,'BUDGET',2,2,192506,1495,'y659','',9.33E+01,1500,0
1,1,2,3000,'RESPECT',3,22,196506,1445,'y659','',9.53E+01,3000,1
2,7,2,1500,'SEAT',2,2,202007,1259,'y659','',9.80E+01,1500,0
0,6,2,2500,'TERM',2,2,206007,1239,'y659','',1.00E+02,2500,5
0,6,2,2500,'REAR',2,2,211005,1187,'y659','',1.03E+02,2500,5
1,2,2,2500,'WAIT',2,2,216006,1066,'y659','',1.05E+02,2500,1
2,7,2,2500,'EVIDENCE',2,2,221006,2161,'y659','',1.08E+02,2500,0
2,7,2,2500,'MORNING',2,2,226006,1626,'y659','',1.10E+02,2500,0
0,3,2,2000,'DUTY',2,2,231006,947,'y659','',1.13E+02,2000,3
0,4,2,3000,'LEAD',2,2,235505,1118,'y659','',1.15E+02,3000,3
2,7,2,2000,'OPENING',1,22,241006,1202,'y659','',1.18E+02,2000,0
2,7,2,1500,'AGREEMENT',1,22,245506,1313,'y659','',1.20E+02,1500,0
2,7,2,3000,'BAY',3,14,249505,1984,'y659','',1.22E+02,3000,0
0,4,2,1500,'DREAM',3,22,255006,1553,'y659','',1.25E+02,1500,3
2,7,2,1500,'FILL',2,2,259006,1618,'y659','',1.27E+02,1500,0
2,7,2,2500,'MAIN',2,2,263006,1364,'y659','',1.29E+02,2500,0
1,6,2,2500,'SEARCH',2,2,268006,1129,'y659','',1.31E+02,2500,5
0,1,2,2000,'BIRTH',3,22,273007,2048,'y659','_22_71',1.34E+02,2000,1
0,2,2,2500,'TRADITION',2,2,277507,1198,'y659','',1.36E+02,2500,1
0,3,2,2500,'ANSWER',2,2,282507,1319,'y659','',1.38E+02,2500,3
2,7,2,2000,'TRIP',2,2,287506,1420,'y659','',1.41E+02,2000,0
1,5,2,1500,'COUSIN',2,2,292006,1740,'y659','',1.43E+02,1500,5
1,6,2,2000,'RISK',2,2,296006,1290,'y659','',1.45E+02,2000,5
0,6,2,2000,'EDGE',2,2,300506,1476,'y659','',1.47E+02,2000,5
1,2,2,1500,'ATTITUDE',3,22,305006,1986,'y659','',1.50E+02,1500,1
2,7,2,2000,'FIRE',3,14,309006,1571,'y659','',1.52E+02,2000,0
0,3,2,2500,'LITERATURE',2,2,313506,1711,'y659','',1.54E+02,2500,3
1,3,2,1500,'COMMITTEE',2,2,318506,1622,'y659','',1.56E+02,1500,3
1,5,2,2500,'DROVE',1,14,322506,1477,'y659','',1.58E+02,2500,5
1,3,2,2000,'LEADER',2,2,327506,1292,'y659','',1.61E+02,2000,3
2,7,3,2500,'LIE',2,2,2006,1863,'y659','',-2.00E+00,2500,0
0,5,3,1500,'WIFE',3,22,7006,2003,'y659','',5.03E-01,1500,5
1,1,3,2000,'RISE',2,2,11006,1443,'y659','',2.50E+00,2000,1
1,5,3,2000,'STOP',2,2,15506,1084,'y659','',4.75E+00,2000,5
1,1,3,1500,'DESK',2,2,20006,1899,'y659','',7.00E+00,1500,1
0,6,3,1500,'COURT',2,2,24006,744,'y659','',9.00E+00,1500,5
0,5,3,2000,'PRODUCE',3,22,28006,1019,'y659','',1.10E+01,2000,5
1,2,3,2500,'WISH',1,14,32506,1400,'y659','',1.33E+01,2500,1
1,6,3,1500,'FREEDOM',2,2,37506,1115,'y659','',1.58E+01,1500,5
0,6,3,1500,'PHILOSOPHY',3,22,41506,1195,'y659','',1.78E+01,1500,5
2,7,3,2000,'FEAR',2,2,45506,2125,'y659','',1.98E+01,2000,0
1,6,3,2500,'COOL',2,2,50006,971,'y659','',2.20E+01,2500,5
1,2,3,2500,'COMMUNICATION',2,2,55007,1150,'y659','',2.45E+01,2500,1
0,3,3,2000,'THEORY',2,2,60006,731,'y659','',2.70E+01,2000,3
2,7,3,1500,'BREAK',2,2,64506,611,'y659','',2.93E+01,1500,0
1,3,3,2000,'PORTION',2,2,68506,677,'y659','',3.13E+01,2000,3
1,1,3,2000,'CONFIDENCE',3,22,73006,1042,'y659','',3.35E+01,2000,1
2,7,3,1500,'PERSONNEL',3,14,77506,1407,'y659','',3.58E+01,1500,0
0,1,3,2000,'PHASE',3,22,81506,1372,'y659','',3.78E+01,2000,1
2,7,3,1500,'EXTREME',2,2,86006,1353,'y659','',4.00E+01,1500,0
1,3,3,2500,'CORNER',2,2,90006,1033,'y659','',4.20E+01,2500,3
0,5,3,2500,'QUALITY',2,2,95006,1363,'y659','',4.45E+01,2500,5
2,7,3,3000,'ATTEMPT',2,2,100006,1543,'y659','',4.70E+01,3000,0
2,7,3,2500,'MISS',1,22,105506,1119,'y659','',4.98E+01,2500,0
2,7,3,1500,'LOVE',3,14,110506,1844,'y659','',5.23E+01,1500,0
0,4,3,1500,'TREATMENT',2,2,114506,2084,'y659','',5.43E+01,1500,3
1,4,3,2500,'KEEP',2,2,118506,1414,'y659','',5.63E+01,2500,3
2,7,3,2000,'MONTH',2,2,123506,2460,'y659','',5.88E+01,2000,0
0,1,3,2000,'DEGREE',99,71,128006,2345,'y659','',6.10E+01,2000,1
2,7,3,2500,'SYMBOL',2,2,132506,1060,'y659','',6.33E+01,2500,0
0,3,3,2000,'NOVEL',3,22,137506,1421,'y659','',6.58E+01,2000,3
2,7,3,2500,'COMPETITION',1,22,142006,1591,'y659','',6.80E+01,2500,0
1,2,3,2000,'POETRY',2,2,147006,1746,'y659','',7.05E+01,2000,1
0,2,3,1500,'STEP',2,2,151505,877,'y659','',7.28E+01,1500,1
0,1,3,2500,'VICTORY',2,2,155506,1102,'y659','',7.48E+01,2500,1
0,4,3,1500,'THICK',2,2,160506,787,'y659','',7.73E+01,1500,3
2,7,3,2000,'SUMMER',2,2,164506,967,'y659','',7.93E+01,2000,0
2,7,3,2500,'PERSON',2,2,169007,801,'y659','',8.15E+01,2500,0
2,7,3,2500,'MARKET',2,2,174006,1178,'y659','',8.40E+01,2500,0
1,3,3,3000,'RIVER',2,2,179006,1233,'y659','',8.65E+01,3000,3
2,7,3,2500,'APARTMENT',3,14,184506,1573,'y659','',8.93E+01,2500,0
1,6,3,1500,'PAYMENT',1,14,189506,1549,'y659','',9.18E+01,1500,5
0,2,3,2500,'RELATION',99,0,193506,Inf,'y659','',9.38E+01,2500,1
1,3,3,2000,'DEVICE',99,0,198506,Inf,'y659','',9.63E+01,2000,3
2,7,3,2000,'PRINCIPAL',2,2,203006,1554,'y659','',9.85E+01,2000,0
2,7,3,2000,'SUCCESS',2,2,207506,1260,'y659','',1.01E+02,2000,0
1,5,3,1500,'BENEFIT',1,14,212006,2170,'y659','',1.03E+02,1500,5
2,7,3,1500,'TAX',2,2,216005,681,'y659','',1.05E+02,1500,0
0,6,3,1500,'SHORE',2,2,220006,875,'y659','',1.07E+02,1500,5
2,7,3,1500,'SPRING',3,14,224006,1130,'y659','',1.09E+02,1500,0
1,4,3,2500,'JACK',1,14,228006,1291,'y659','',1.11E+02,2500,3
2,7,3,2000,'GENERATION',2,2,233006,1631,'y659','',1.14E+02,2000,0
2,7,3,3000,'BEAUTY',2,2,237506,606,'y659','',1.16E+02,3000,0
0,6,3,1500,'NECK',2,2,243006,932,'y659','',1.19E+02,1500,5
1,5,3,1500,'TRUTH',2,2,247006,1347,'y659','',1.21E+02,1500,5
2,7,3,2500,'LACK',2,2,251006,2067,'y659','',1.23E+02,2500,0
0,2,3,2000,'CAPTAIN',2,2,256006,1562,'y659','',1.25E+02,2000,1
1,5,3,1500,'TASK',2,2,260506,983,'y659','',1.27E+02,1500,5
0,1,3,1500,'MOON',3,22,264506,1348,'y659','',1.29E+02,1500,1
2,7,3,1500,'TOWN',2,2,268506,1173,'y659','',1.31E+02,1500,0
2,7,3,2500,'CAREER',2,2,272506,1173,'y659','',1.33E+02,2500,0
0,3,3,2500,'CIRCLE',2,2,277506,749,'y659','',1.36E+02,2500,3
0,3,3,2500,'DEPARTMENT',2,2,282506,1619,'y659','',1.38E+02,2500,3
0,4,3,2000,'FAST',2,2,287506,1039,'y659','',1.41E+02,2000,3
1,2,3,2000,'PAIR',2,2,292006,859,'y659','',1.43E+02,2000,1
1,4,3,2500,'SECRETARY',3,22,296506,1044,'y659','',1.45E+02,2500,3
0,2,3,2500,'DEAL',2,2,301506,1135,'y659','',1.48E+02,2500,1
1,1,3,2000,'RED',2,2,306505,821,'y659','',1.50E+02,2000,1
1,6,3,3000,'HALF',2,2,311006,1295,'y659','',1.53E+02,3000,5
0,4,3,3000,'STUDENT',3,22,316506,1781,'y659','',1.55E+02,3000,3
1,4,3,2000,'FRAME',2,2,322006,1291,'y659','',1.58E+02,2000,3
0,5,3,3000,'COLLEGE',3,22,326506,1271,'y659','',1.60E+02,3000,5
1,2,4,2500,'PROPERTY',3,22,2006,1353,'y659','',-2.00E+00,2500,1
1,6,4,3000,'WEST',2,2,7006,973,'y659','',5.03E-01,3000,5
1,3,4,1500,'EVENT',2,2,12506,693,'y659','',3.25E+00,1500,3
2,7,4,1500,'PLAY',2,2,16506,2229,'y659','',5.25E+00,1500,0
2,7,4,1500,'SPEECH',2,2,20506,1509,'y659','',7.25E+00,1500,0
0,3,4,2500,'TALK',2,2,24505,1190,'y659','',9.25E+00,2500,3
1,6,4,2000,'DUST',2,2,29506,1084,'y659','',1.18E+01,2000,5
1,4,4,2500,'COLUMN',2,2,34006,1465,'y659','',1.40E+01,2500,3
2,7,4,2500,'COVER',2,2,39006,1615,'y659','',1.65E+01,2500,0
2,7,4,2000,'WEEK',2,2,44006,1590,'y659','',1.90E+01,2000,0
2,7,4,2000,'ESTATE',2,2,48506,1445,'y659','',2.13E+01,2000,0
1,6,4,2000,'TRAIN',3,22,53006,1326,'y659','',2.35E+01,2000,5
1,5,4,2500,'QUESTION',2,2,57506,1916,'y659','',2.58E+01,2500,5
0,1,4,3000,'POSITION',99,0,62506,Inf,'y659','',2.83E+01,3000,1
1,5,4,2500,'FAIR',3,22,68006,1367,'y659','',3.10E+01,2500,5
1,5,4,2000,'MANAGEMENT',2,2,73006,1117,'y659','',3.35E+01,2000,5
0,6,4,2000,'TRAVEL',2,2,77506,1017,'y659','',3.58E+01,2000,5
0,6,4,2500,'MASTER',99,0,82006,Inf,'y659','',3.80E+01,2500,5
1,2,4,2000,'AIR',2,2,87005,946,'y659','',4.05E+01,2000,1
2,7,4,1500,'SAVE',2,2,91506,1180,'y659','',4.28E+01,1500,0
1,1,4,1500,'BIT',2,2,95506,1865,'y659','_2_71',4.48E+01,1500,1
0,6,4,2000,'KING',2,2,99506,780,'y659','',4.68E+01,2000,5
1,1,4,2500,'BEAT',2,2,104006,746,'y659','',4.90E+01,2500,1
0,1,4,3000,'DANCE',2,2,109006,1551,'y659','',5.15E+01,3000,1
2,7,4,2500,'ESCAPE',2,2,114506,756,'y659','',5.43E+01,2500,0
2,7,4,2500,'JUNIOR',3,14,119506,1341,'y659','',5.68E+01,2500,0
0,5,4,2500,'ADMINISTRATION',3,22,124506,1042,'y659','',5.93E+01,2500,5
1,1,4,1500,'PEACE',3,22,129506,1052,'y659','',6.18E+01,1500,1
1,3,4,2000,'MESSAGE',2,2,133506,1197,'y659','',6.38E+01,2000,3
2,7,4,2500,'HUSBAND',3,14,138006,2953,'y659','',6.60E+01,2500,0
0,5,4,2500,'PRIMARY',3,22,143006,1183,'y659','',6.85E+01,2500,5
1,1,4,2000,'EIGHT',2,2,148006,1463,'y659','',7.10E+01,2000,1
1,5,4,2000,'CHAIN',2,2,152506,1028,'y659','',7.33E+01,2000,5
1,3,4,1500,'JUDGE',2,2,157006,1599,'y659','',7.55E+01,1500,3
2,7,4,2500,'MOVE',2,2,161006,749,'y659','',7.75E+01,2500,0
2,7,4,1500,'COAST',2,2,166006,1704,'y659','',8.00E+01,1500,0
2,7,4,2000,'HEADQUARTERS',2,2,170006,1429,'y659','',8.20E+01,2000,0
0,3,4,1500,'CROWD',2,2,174506,1570,'y659','_71',8.43E+01,1500,3
2,7,4,1500,'BREAKFAST',2,2,178506,1235,'y659','',8.63E+01,1500,0
2,7,4,1500,'EQUIPMENT',1,22,182506,1730,'y659','',8.83E+01,1500,0
2,7,4,2500,'OIL',3,14,186505,1461,'y659','',9.03E+01,2500,0
0,4,4,3000,'IMPACT',2,2,191506,1546,'y659','',9.28E+01,3000,3
1,4,4,1500,'SPOKE',2,2,197006,1486,'y659','',9.55E+01,1500,3
2,7,4,1500,'ISSUE',2,2,201006,1166,'y659','',9.75E+01,1500,0
0,3,4,1500,'FLOOR',2,2,205006,1181,'y659','_7',9.95E+01,1500,3
0,5,4,1500,'AUDIENCE',2,2,209006,1117,'y659','',1.02E+02,1500,5
2,7,4,2000,'NOTICE',2,2,213006,717,'y659','',1.04E+02,2000,0
0,4,4,2500,'LOSS',2,2,217506,617,'y659','',1.06E+02,2500,3
2,7,4,2000,'CONFERENCE',1,22,222506,1027,'y659','',1.08E+02,2000,0
2,7,4,2000,'UNIFORM',1,22,227006,1473,'y659','_22',1.11E+02,2000,0
1,2,4,2500,'INSTANCE',2,2,231506,2203,'y659','',1.13E+02,2500,1
0,4,4,2000,'STAFF',2,2,236506,2738,'y659','',1.15E+02,2000,3
0,2,4,2000,'ORCHESTRA',99,0,241006,Inf,'y659','',1.18E+02,2000,1
1,4,4,2000,'INDIVIDUAL',2,2,245506,329,'y659','',1.20E+02,2000,3
2,7,4,1500,'CONTENT',2,2,250006,1464,'y659','',1.22E+02,1500,0
2,7,4,3000,'CLOSER',99,0,254006,Inf,'y659','',1.24E+02,3000,0
0,5,4,1500,'MASS',2,2,259506,939,'y659','',1.27E+02,1500,5
0,1,4,1500,'POST',2,2,263506,1225,'y659','',1.29E+02,1500,1
0,2,4,1500,'COMBINATION',99,0,267506,Inf,'y659','',1.31E+02,1500,1
1,4,4,2000,'BACKGROUND',99,0,271506,Inf,'y659','',1.33E+02,2000,3
0,6,4,3000,'UNIVERSITY',2,2,276006,1415,'y659','',1.35E+02,3000,5
2,7,4,2000,'SECURITY',2,2,281506,1676,'y659','',1.38E+02,2000,0
2,7,4,2500,'VOTE',2,2,286006,1351,'y659','',1.40E+02,2500,0
2,7,4,1500,'HOTEL',99,0,291007,Inf,'y659','',1.43E+02,1500,0
1,3,4,2500,'RATE',99,0,295006,Inf,'y659','',1.45E+02,2500,3
1,6,4,1500,'CHIEF',2,2,300007,1046,'y659','',1.47E+02,1500,5
0,2,4,2500,'EVENING',1,14,304007,1126,'y659','',1.49E+02,2500,1
0,4,4,2500,'FIGHT',3,22,309006,1472,'y659','',1.52E+02,2500,3
1,2,4,2500,'PARK',2,2,314006,823,'y659','',1.54E+02,2500,1
0,2,4,2000,'GOLD',2,2,319007,1392,'y659','',1.57E+02,2000,1
0,3,4,2000,'SIGN',2,2,323506,938,'y659','',1.59E+02,2000,3
